timestamp,acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,distance,strength,temperature
2026-05-03T13:48:37.806Z,-0.20735281705856323,1.2438565492630005,9.922866821289062,-0.0007692724466323853,0.0008145589381456375,5.17028383910656e-05,0,1978,45
2026-05-03T13:48:37.906Z,-0.19767239689826965,1.2486231327056885,9.90855884552002,-0.0003695860505104065,1.5171244740486145e-05,5.17028383910656e-05,0,1974,45
2026-05-03T13:48:38.006Z,-0.17831158638000488,1.2438565492630005,9.90855884552002,-0.00010311603546142578,0.00041486509144306183,5.17028383910656e-05,0,1978,45
2026-05-03T13:48:38.106Z,-0.20735281705856323,1.2390899658203125,9.932404518127441,-0.0003695860505104065,1.5171244740486145e-05,0.0009843213483691216,0,1974,45
2026-05-03T13:48:38.206Z,-0.19283220171928406,1.2486231327056885,9.90855884552002,-0.0005028173327445984,1.5171244740486145e-05,-8.15284438431263e-05,0,1982,45
2026-05-03T13:48:38.306Z,-0.18799199163913727,1.2104908227920532,9.927635192871094,-0.0003695860505104065,0.00014840252697467804,-0.0002147597260773182,0,1970,45
2026-05-03T13:48:38.406Z,-0.24123424291610718,1.229556918144226,9.918098449707031,-0.0005028173327445984,-0.0011839112266898155,0.0003181654028594494,0,1977,45
2026-05-03T13:48:38.506Z,-0.18315178155899048,1.2438565492630005,9.899023056030273,-0.0002363547682762146,1.5171244740486145e-05,-0.0003479910083115101,0,1976,45
2026-05-03T13:48:38.606Z,-0.226713627576828,1.229556918144226,9.89425277709961,-0.0006360486149787903,-0.00025129131972789764,-0.000481222290545702,0,1981,45
2026-05-03T13:48:38.706Z,-0.17831158638000488,1.229556918144226,9.918098449707031,-0.00010311603546142578,-0.00011806096881628036,5.17028383910656e-05,0,1981,45
2026-05-03T13:48:38.806Z,-0.20735281705856323,1.234323501586914,9.90855884552002,-0.001035742461681366,0.0002816328778862953,-0.0003479910083115101,0,1979,45
2026-05-03T13:48:38.906Z,-0.19767239689826965,1.229556918144226,9.922866821289062,-0.0006360486149787903,0.00041486509144306183,-0.0006144531071186066,0,1975,45
2026-05-03T13:48:39.006Z,-0.19283220171928406,1.2390899658203125,9.913329124450684,-0.0006360486149787903,-0.001050679013133049,-8.15284438431263e-05,0,1977,45
2026-05-03T13:48:39.106Z,-0.21219301223754883,1.2438565492630005,9.903791427612305,-0.0003695860505104065,1.5171244740486145e-05,-0.0006144531071186066,0,1976,45
2026-05-03T13:48:39.206Z,-0.19767239689826965,1.2629226446151733,9.918098449707031,-0.0005028173327445984,0.0008145589381456375,0.0012507843784987926,0,1969,45
2026-05-03T13:48:39.306Z,-0.19283220171928406,1.253389596939087,9.913329124450684,-0.001035742461681366,0.00041486509144306183,-0.0002147597260773182,0,1978,45
2026-05-03T13:48:39.406Z,-0.20735281705856323,1.2390899658203125,9.899023056030273,-0.0005028173327445984,0.00014840252697467804,0.0003181654028594494,0,1978,45
2026-05-03T13:48:39.506Z,-0.20735281705856323,1.234323501586914,9.922866821289062,-0.0007692724466323853,0.0002816328778862953,5.17028383910656e-05,0,1980,45
2026-05-03T13:48:39.606Z,-0.19767239689826965,1.2438565492630005,9.90855884552002,-0.0002363547682762146,-0.00025129131972789764,-0.0006144531071186066,0,1977,45
2026-05-03T13:48:39.706Z,-0.20735281705856323,1.2438565492630005,9.922866821289062,3.010779619216919e-05,0.0002816328778862953,-0.0002147597260773182,0,1968,45
2026-05-03T13:48:39.806Z,-0.18315178155899048,1.2438565492630005,9.899023056030273,-0.0005028173327445984,-0.000517754815518856,0.0001849341206252575,0,1977,45
2026-05-03T13:48:39.906Z,-0.2218734323978424,1.229556918144226,9.927635192871094,0.000296570360660553,-0.00025129131972789764,0.000451396219432354,0,1978,45
2026-05-03T13:48:40.006Z,-0.1734713762998581,1.229556918144226,9.903791427612305,-0.001035742461681366,0.0005480954423546791,0.0003181654028594494,0,1980,45
2026-05-03T13:48:40.106Z,-0.20735281705856323,1.234323501586914,9.903791427612305,-0.0009025111794471741,0.0010810205712914467,0.0015172464773058891,0,1974,45
2026-05-03T13:48:40.206Z,-0.21703322231769562,1.2438565492630005,9.913329124450684,-0.0005028173327445984,-0.00011806096881628036,0.0005846279673278332,0,1980,45
2026-05-03T13:48:40.306Z,-0.19283220171928406,1.2247904539108276,9.903791427612305,-0.001035742461681366,0.0002816328778862953,0.0003181654028594494,0,1972,45
2026-05-03T13:48:40.406Z,-0.21703322231769562,1.229556918144226,9.922866821289062,-0.0006360486149787903,-0.00038452260196208954,-0.0006144531071186066,0,1981,45
2026-05-03T13:48:40.506Z,-0.2218734323978424,1.2438565492630005,9.913329124450684,0.00016333907842636108,0.0010810205712914467,0.0003181654028594494,0,1979,45
2026-05-03T13:48:40.606Z,-0.19283220171928406,1.234323501586914,9.889483451843262,-0.00010311603546142578,1.5171244740486145e-05,0.0003181654028594494,0,1977,45
2026-05-03T13:48:40.706Z,-0.21219301223754883,1.2438565492630005,9.922866821289062,-0.0005028173327445984,1.5171244740486145e-05,-8.15284438431263e-05,0,1975,45
2026-05-03T13:48:40.806Z,-0.17831158638000488,1.2247904539108276,9.918098449707031,0.00016333907842636108,-0.00025129131972789764,0.0007178592495620251,0,1986,45
